Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2),Time (s),X (rad/s),Y (rad/s),Z (rad/s),Time (s),X (µT),Y (µT),Z (µT)
1.487274875,-0.226179657,9.637109528,0.8711883545,1.509751875,0.005365556572,-0.03369708732,0.009709099308,1.509751875,6.394165039,-43.91064453,-14.74371338
1.497265875,-0.2836601257,9.671088867,0.800684967,1.519742875,-0.01308019925,-0.0348380208,0.01872923598,1.519742875,6.366149902,-44.01753235,-14.91624451
1.507255875,-0.3344046021,9.683063965,0.7261399841,1.529732875,-0.01250335854,-0.006192795932,0.02566171065,1.529732875,6.371459961,-44.00500488,-14.98168945
1.517246875,-0.4005670166,9.701325989,0.7547305298,1.539723875,-0.00009380851407,0.03986482695,0.02846995369,1.539723875,6.429504395,-43.98666382,-14.93980408
1.527236875,-0.4312532043,9.736353149,0.8734336853,1.549713875,0.0179096926,0.07170584798,0.03384368122,1.549713875,6.280578613,-43.93572998,-14.95782471
1.537227875,-0.3808081055,9.75506424,0.9693841553,1.559704875,0.02477106266,0.0747622326,0.03206624091,1.559704875,6.21685791,-43.97364807,-14.91358948
1.547217875,-0.3568579102,9.723629608,1.019380188,1.569694875,0.01876403578,0.04809173942,0.02562138997,1.569694875,6.212280273,-43.99740601,-14.9161377
1.557208875,-0.3532653809,9.72452774,0.9870474243,1.579685875,-0.003062966745,0.01434961241,0.01056259219,1.579685875,6.387878418,-44.09202576,-14.97328186
1.567198875,-0.375718689,9.764195251,0.8943901062,1.589675875,-0.02600716613,-0.01068889536,-0.005827832967,1.589675875,6.391174316,-44.08605957,-14.99385071
1.577189875,-0.4101470947,9.763446808,0.7714956665,1.599666875,-0.0501790233,-0.01754907891,-0.01937196776,1.599666875,6.241638184,-44.11830139,-14.82040405
1.587179875,-0.3959266663,9.767338715,0.6976991272,1.609656875,-0.06172169372,-0.01329201646,-0.01876796223,1.609656875,6.247619629,-44.07727051,-14.94909668
1.597170875,-0.3580554199,9.767937469,0.6876699829,1.619647875,-0.07140612602,0.01796542667,-0.0001111349557,1.619647875,6.354919434,-43.86308289,-14.89857483
1.607160875,-0.3302133179,9.751022644,0.6689588928,1.629637875,-0.06612880528,0.07557785511,0.02244876884,1.629637875,6.284912109,-43.96348572,-15.16104126
1.617151875,-0.3555107117,9.699829102,0.7212002563,1.639628875,-0.0484181419,0.1167962104,0.05829885975,1.639628875,6.346191406,-44.02748108,-15.03759766
1.627141875,-0.382155304,9.637109528,0.8080197144,1.649618875,-0.00728189107,0.1937112212,0.1661531627,1.649618875,6.21081543,-44.08000183,-15.10108948
1.637132875,-0.3061134338,9.658065948,1.009650421,1.659609875,0.06707326323,0.2738307118,0.2828627229,1.659609875,6.18548584,-43.93423462,-15.24267578
1.647122875,-0.3600013733,9.778116302,0.9912387085,1.669599875,0.1020117998,0.3112201393,0.30121243,1.669599875,6.176513672,-44.15115356,-15.26087952
1.657113875,-0.5430706787,10.04516098,1.119222565,1.679590875,0.08114021271,0.2539930046,0.2030665725,1.679590875,6.083984375,-44.18455505,-15.29649353
1.667103875,-0.8937913513,9.646988983,1.202000427,1.689580875,0.05337356403,0.1371987462,0.08326587081,1.689580875,5.944763184,-44.04347229,-15.16873169
1.677094875,-0.5782475281,9.513766022,0.9274713135,1.699571875,0.02530548163,0.01819725335,0.02290085703,1.699571875,5.985351562,-44.20292664,-15.13116455
1.687084875,0.05822891235,9.710157623,0.7002438354,1.709561875,-0.01325629186,-0.04472978041,0.01364637446,1.709561875,5.917419434,-44.13156128,-15.05606079
